track_name,track_id,artist_name,album_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Sad Eyes - Remastered 2002,3w3rLh6wmne91BS2rwgcog,Robert John,Classic Masters,disco,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19
Beginnings - 2002 Remaster,5cn5xzaVKSheUb4DvTwMBT,Chicago,Chicago Transit Authority,disco,0.52,0.932,11,-6.437,0,0.0875,0.137,0.0188,0.654,0.492,111.215
We Gotta Get You a Woman - 2015 Remaster,4I8ItX9JAA8ROVQesGscAw,Todd Rundgren,Runt,disco,0.689,0.546,2,-10.705,0,0.0374,0.708,0.0,0.135,0.882,121.205
This Time Baby,3bqlAobRHYZhnpStudmTRY,Jackie Moore,The Essential John Luongo - The Dance Mixes,disco,0.843,0.831,10,-8.769,0,0.0713,0.143,0.00335,0.0685,0.882,123.819
Ladies Night,2uKJxjqcFu2Pr2CEsGGYJa,Kool & The Gang,Ladies' Night,disco,0.657,0.431,9,-15.682,1,0.166,0.149,2.18e-05,0.0428,0.926,112.008
Heaven Must Be Missing An Angel - Pt. 1,0PBvvjD1p3TcH369HIbDx9,Tavares,Sky High!,disco,0.603,0.728,9,-11.892,0,0.0424,0.144,3.67e-05,0.653,0.95,117.046
Power,0CTkAv7l5qL3jMCuKPybjE,Kanine,Power,drum and bass,0.437,0.967,2,-1.469,1,0.0426,0.00512,0.00844,0.218,0.136,174.084
Eternity,297ySrktTXj5A0Zjc37GGM,"Wilkinson, Mougleta",Eternity,drum and bass,0.453,0.948,1,-2.264,1,0.0393,0.00842,0.24,0.697,0.287,173.93
Elevate,7jIIaLkLcxyn9z2GvQi1Se,Sub Focus,Contact,drum and bass,0.467,0.984,11,0.725,0,0.0884,0.0343,0.000141,0.0898,0.365,173.856
If Only,1QMBCgCTDh6N6Gz6FqtHcU,1991,If Only,drum and bass,0.421,0.984,6,-0.071,1,0.0454,0.0158,0.48,0.0895,0.431,173.916
I Knew That This Was Love,3bfFakfu0k55K2SliVJ3tW,"Hedex, Maverick Sabre",MHITR: The Album,drum and bass,0.587,0.841,8,-3.049,0,0.153,0.0409,0.00068,0.301,0.332,88.277
Roll Too Deep (feat. Subsonic),1xD3u3ZMWa8H8T4HdmtcQf,"Sub Focus, Subsonic",Contact,drum and bass,0.632,0.982,8,0.447,1,0.125,0.236,0.00682,0.0755,0.366,174.011
Drift Away,081pMCvmyYlZ6G4cHoM8Ro,"Grafix, WHAT EVA",Don't Slow Down,drum and bass,0.541,0.967,5,-1.56,0,0.0312,0.0102,0.275,0.412,0.677,87.004
Blow My Whistle,6NBGFq4IKPFrNdyTuRdMe0,"Dimension, DJ Aligator",Blow My Whistle,drum and bass,0.606,0.995,5,0.83,1,0.2,0.0691,0.381,0.061,0.374,174.019
Dance Dance Dance,5iiu7LnrvAOdPJD6V9mhHZ,"Hedex, Rou Reynolds, Enter Shikari",MHITR: The Album,drum and bass,0.553,0.993,10,1.488,0,0.175,0.0325,0.0156,0.0337,0.718,174.942
Fireflies,2tOXTb0u04BWMSPw0kzClp,"ÆON:MODE, ANY",Fireflies,drum and bass,0.557,0.95,7,-0.826,0,0.0731,0.0842,6.03e-06,0.39,0.33,173.987
Come Down,4H8UCydV1B54wpzkqurvdW,Wilkinson,Come Down,drum and bass,0.56,0.971,5,-0.37,0,0.0685,0.173,0.0029,0.17,0.578,174.024
no reason to cry,5Byx31VEpvvOBmsVFPzTh0,[IVY],no reason to cry,drum and bass,0.525,0.92,11,-3.377,0,0.0947,0.00351,0.00618,0.0497,0.245,173.854
Bombalaya - Blooom Remix,5utINKwnXh1drV2vI9cnze,"DNMO, Wolfy Lights, Blooom",Bombalaya (Blooom Remix),drum and bass,0.416,0.95,8,-1.513,1,0.314,0.00043,0.00546,0.102,0.442,174.76
Danger Zone,2CMZuUTbQ6chojKU64Z04Z,"Lens, Emily Makis",Danger Zone,drum and bass,0.55,0.973,6,-0.489,0,0.264,0.0948,5.41e-05,0.331,0.539,86.963
Lone Wolf,76I3PmbGZazzNlEwlp1y85,Zomboy,Lone Wolf,dubstep,0.502,0.981,1,-1.573,1,0.0616,0.00177,0.4,0.154,0.208,150.013
HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,"Skrillex, Kendrick Lamar",HUMBLE. (SKRILLEX REMIX),dubstep,0.901,0.934,11,-2.345,1,0.273,0.00794,7.68e-05,0.194,0.868,150.037
Crusade,29Dvkvp7Wgd1VJdDvVJlvf,"Marshmello, SVDDEN DEATH",Crusade,dubstep,0.618,0.98,9,-0.842,0,0.0777,0.0266,0.516,0.328,0.488,140.003
Born To Survive,7BXxWRoGwvz5LK2n59yCyd,"Zomboy, rx Soul",Born To Survive,dubstep,0.486,0.942,1,-1.644,1,0.204,0.0016,0.0052,0.256,0.284,75.376
Get High,7ikxeH5UEtVb5okhmgk60g,Oliverse,Dimension EP,dubstep,0.502,0.979,5,-1.476,0,0.148,0.00113,0.0202,0.277,0.398,75.0
Save Yourself - NGHTMRE VIP REMIX,0xCdQ9jYFDENkE2ck73CAc,"The Chainsmokers, NGHTMRE",Save Yourself (NGHTMRE VIP REMIX),dubstep,0.458,0.928,4,-3.776,0,0.0602,0.000982,0.0257,0.14,0.0637,146.043
Final Boss - Modestep Remix,2qBfIoBC5QJj6CvMwct8OG,"Naeleck, Hige Driver, Modestep",Final Boss (Modestep Remix),dubstep,0.561,0.837,11,-0.185,1,0.123,0.0394,0.0,0.0966,0.447,144.968
Down With Your Love,7Giip1UJawrbpp4HqzFBFY,RIOT,Down With Your Love,dubstep,0.529,0.995,7,-0.503,1,0.0931,0.00428,0.179,0.41,0.268,149.987
Hollow,6AoG52kxfptY0QBQnjuQOe,"Dabin, Kai Wachi, Lø Spirit",Hollow,dubstep,0.443,0.906,2,-3.347,0,0.0775,0.000368,2.89e-06,0.374,0.43,145.023
Cult,25RnP578w22uk6w9EYHVft,"Heavygrinder, KATFYR, Ögenix",Cult,dubstep,0.566,0.99,5,-1.572,0,0.21,2.09e-05,0.301,0.0916,0.204,150.039
It's All Over,0R7oVqSpLnOBMjdjNFxtHG,ShockOne,It's All Over,dubstep,0.51,0.97,1,-4.19,1,0.077,9.11e-05,0.904,0.417,0.173,150.011
EVERYTHING2ME,1KDP8rGuIPRxGoqmSsdXd3,Dion Timmer,Enter Achroma,dubstep,0.623,0.983,7,-0.674,0,0.368,0.0358,0.0199,0.451,0.344,150.015
BROKEN,3eHkx2NPNEmqgRZt0VAN9s,Nivlem,BROKEN,dubstep,0.524,0.841,4,-6.605,0,0.0886,0.00768,0.231,0.0969,0.0826,150.031
Out of My Mind,23RgrKjFnKrCBMcVQ203G7,"Siik, Sickrate",Out of My Mind,dubstep,0.702,0.53,11,-6.767,0,0.0373,0.204,0.0416,0.0946,0.418,127.966
Breakdown,1GJKgHn5KAAiyWvH7H0sRM,"Kayzo, SweetYetNuclear, Zero 9:36",Breakdown,dubstep,0.447,0.988,2,-0.846,1,0.446,0.0164,0.000833,0.0727,0.113,179.968
"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",7gCuKTyBb5nurNalzs0Hvp,"Skrillex, Noisia, josh pan, Dylan Brady","Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",dubstep,0.487,0.669,9,-6.473,1,0.232,0.0145,0.00349,0.102,0.0573,172.026
Feel It All,0OX690XFPv7DFeILVeDid5,Kompany,Feel It All,dubstep,0.465,0.873,9,-1.601,1,0.0785,0.0857,0.0,0.0585,0.347,149.534
Dark is All I See,3zE1xP8M8xP0aq4BeLdyrI,"Naeleck, Oddity, Wasiu",Dark is All I See,dubstep,0.645,0.872,2,-3.19,0,0.0658,0.0159,0.000415,0.105,0.19,130.094
Die A God,3FBwxitVZMIu6cOJHujOwR,"Black Tiger Sex Machine, Wasiu",Die A God,dubstep,0.584,0.948,2,-2.247,1,0.0769,0.013,0.00133,0.126,0.398,140.103
Beef,4w2TAYFTaDvAMIMuRHyvDq,Effin,Flashback EP,dubstep,0.681,0.973,11,-1.184,0,0.353,0.00597,0.126,0.0917,0.321,150.017
Sand Castle,6hv0kvyav1ZZbTeFv1y626,"MADZI, Lianju",Sand Castle,dubstep,0.629,0.967,11,-5.572,0,0.0723,4.21e-05,0.344,0.404,0.222,128.105
Get High,5HbUlcOjVR9Dsll5Y5ue7H,"Mad Miguel, SWAY",Get High,dubstep,0.73,0.924,7,-4.923,1,0.226,0.0458,0.0,0.218,0.391,128.058
SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,"Travis Scott, Skrillex",SICKO MODE (Skrillex Remix),dubstep,0.651,0.833,1,-3.356,1,0.172,0.0214,0.0,0.14,0.443,155.051
Shut My Mouth,0ekrgvscdAwfQb6zWgfKlq,Koven,Butterfly Effect,dubstep,0.436,0.945,5,-2.867,0,0.0952,2.95e-05,0.797,0.148,0.185,149.886
Cheatcode,1XYCWk1IBt0qA8BaQPV0VM,"Black Tiger Sex Machine, Hairitage, Hyro The Hero",Once Upon A Time In Cyberworld,dubstep,0.467,0.934,2,-2.253,1,0.0588,0.00561,0.00186,0.107,0.135,149.967
Manifest,41kclVgkqF9ONyNhCidkK6,"Pegboard Nerds, More Plastic",Manifest / Together,dubstep,0.461,0.979,5,-0.815,1,0.0472,2.17e-05,0.518,0.363,0.0422,170.023
Thief - Flux Pavilion Remix,6btkdvumrTmcFzy3oFpZqS,"Ookay, Flux Pavilion",Thief (Flux Pavilion Remix),dubstep,0.55,0.858,6,-2.58,1,0.0357,0.041,0.199,0.0562,0.577,145.169
Trailblazer,0GOvMicWHWuEESROLcNhXG,"Black Tiger Sex Machine, Macntaj",Once Upon A Time In Cyberworld,dubstep,0.516,0.92,6,-2.22,0,0.0678,0.0306,2.94e-05,0.21,0.34,75.026
Sleepwalker,26RBZQlmMkiIueiykdRSJ7,"Black Tiger Sex Machine, Ryan Perdz",Once Upon A Time In Cyberworld,dubstep,0.717,0.781,1,-2.615,1,0.0544,0.000496,0.0002,0.111,0.191,124.038
Mind Control,7BcXpEbpVng4u0TTYNpAIr,"Basstian, OTSI",Mind Control,dubstep,0.634,0.884,2,-5.033,1,0.0347,0.0295,0.0547,0.238,0.0858,126.012
Take A Sip,3cjQnzMmUQrymtcq0QsxlR,"Naeleck, Ferd, n3",Take A Sip,dubstep,0.643,0.961,4,-0.874,1,0.216,0.00845,0.023,0.0803,0.641,74.975
Preset Junkies VIP,2BfYVLbX9ZQuUvxzFjaczw,Virtual Riot,Preset Junkies EP,dubstep,0.562,0.955,1,-3.067,1,0.152,0.000988,0.0371,0.419,0.46,112.263
Invoke - Clockvice Remix,3eCIjPi6UnAAmZxlj2mbo7,"Droptek, Clockvice",Invoke (Clockvice Remix) / Devoid (Levela Remix),dubstep,0.653,0.977,1,-0.729,1,0.251,0.0132,0.0886,0.171,0.224,149.923
Da Funk,1RqAQdolASl7InSLH8dEbr,MEDIKAL,Da Funk,dubstep,0.84,0.83,11,-5.217,0,0.148,0.0313,0.0551,0.073,0.695,124.988
Virtual Gaming - Tokyo Machine Remix,7eoovBqaW0Ym3ChbJggX2D,"Naeleck, Hige Driver, Tokyo Machine",Virtual Gaming (Tokyo Machine Remix),dubstep,0.727,0.934,9,-3.026,1,0.254,0.0132,0.597,0.0588,0.578,128.045
Blitz,59kMTdjM2i6Ru273TWiuNo,"Bro Safari, Tank Parade",Blitz,dubstep,0.42,0.986,5,-1.915,0,0.134,0.06,0.869,0.134,0.179,149.928
Exterminate,38mUdlzIIPLmg5pQCTSA5m,Pegboard Nerds,Heart of the Universe,dubstep,0.572,0.916,1,-3.733,1,0.107,0.000588,0.00772,0.373,0.4,150.04
Nasty,6Rxa3iS3kpo9iTHg97Vxo3,"Datsik, Virtual Riot",Sensei,dubstep,0.461,0.964,1,-3.275,1,0.223,0.00025,0.3,0.247,0.0558,112.586
Wompum VIP,1N0k3jzMiHB8hUd6z5zDLY,BARELY ALIVE,Head To Head Vol. 1,dubstep,0.353,0.97,11,-0.862,0,0.354,0.014,5.58e-05,0.203,0.0861,73.759
CHAOS,5qRPSY1k0SSnLlsG3qzCs5,Ku$h Drifter,CHAOS,dubstep,0.715,0.965,1,-7.503,1,0.0648,0.178,0.8,0.106,0.367,165.006
Everything,1xIUQIL21wpjtKyk8hN1nH,Buku,Everything,dubstep,0.468,0.716,5,-5.175,0,0.0585,0.000513,0.047,0.341,0.141,159.98
Wake Up,1DegLHuaZdLmOvhUgsNV9I,"Kayzo, RIOT",Wake Up,dubstep,0.624,0.939,7,-2.449,1,0.071,0.00102,0.00559,0.131,0.391,160.014
Lifeline,2GxBmvhUHMz9nwEcBzpFBK,"Kayzo, Black Tiger Sex Machine, Point North",Lifeline,dubstep,0.442,0.958,5,-1.841,0,0.0848,0.0252,3.46e-06,0.259,0.304,149.884
Somethin Good,7H6KGpdUEtFt7WcUpePo3i,Oliverse,Disciple X Miniladd,dubstep,0.402,0.966,6,-2.277,0,0.326,0.0127,0.43,0.224,0.303,150.142
After All,3Q5GV8sclGtsOh722kOUuj,"Kai Wachi, Fytch",After All,dubstep,0.395,0.696,0,-4.673,0,0.0406,0.0202,0.000106,0.19,0.0847,150.217
Helikopter,1rSSAQxKL0jS5R8xCOKLQf,Blackstripe,Helikopter,dubstep,0.728,0.867,11,-3.503,0,0.0977,0.00222,0.0121,0.0652,0.548,125.022
ASMODEUS,3gzv9P1H1OYNrSetNaEUbI,Kai Wachi,ASMODEUS,dubstep,0.499,0.994,1,-2.06,1,0.329,0.00686,0.902,0.765,0.201,150.183
Know About Me Ft. Virus Syndicate,3vuxNgCGG6lPPzeFfTGBBu,"BARELY ALIVE, Virus Syndicate",Know About Me Ft. Virus Syndicate,dubstep,0.627,0.878,1,-2.914,1,0.325,0.00405,0.0,0.371,0.479,74.976
Bang Your Head - Naeleck & KATFYR Remix,0HdgslFKTE3hi2lCdOf2GJ,"Fukkk Offf, Naeleck, KATFYR",Bang Your Head,dubstep,0.679,0.969,2,-1.79,1,0.0745,0.012,0.72,0.0529,0.212,130.017
Lost It - VIP,1o0xAaXY4nEaPdBGiLZdNb,"Virtual Riot, Pearl Andersson",Lost It,dubstep,0.635,0.947,10,-1.919,0,0.123,0.0233,0.0541,0.126,0.593,155.01
Drop Bombs,23waejgtiOrlz2t0xO7Zsd,Stonebank,Drop Bombs,dubstep,0.451,0.917,11,-3.368,0,0.118,0.0112,0.162,0.0917,0.298,170.067
Take A Sip - Dodge & Fuski Remix,4Ja9nYFkfPS7D9qiZFMUrH,"Naeleck, Ferd, n3, Dodge & Fuski",Take A Sip Remixes,dubstep,0.617,0.986,4,-1.844,1,0.484,0.0048,0.000831,0.559,0.602,150.04
Call My Name,1xyOuMjDDJw8eouQI6zBHX,"Michael White, The Brig, Ashley Apollodor",Call My Name,dubstep,0.706,0.924,8,-3.465,0,0.0659,0.000651,0.0594,0.0694,0.74,127.983
Destination Calabria,7pQ4aLqPhmY9YTZ2EmCq9n,MEDIKAL,Destination Calabria,dubstep,0.71,0.54,2,-10.135,1,0.159,0.233,0.00143,0.348,0.373,128.008
Computa Hakka,4dhrDG3yDJKh3UxqNW2922,"Pegboard Nerds, Ragga Twins",Heart of the Universe,dubstep,0.652,0.879,11,-3.53,0,0.298,0.00183,0.0,0.136,0.793,82.67
The Box,1H8Wh4AmLJRZJvFA40AyGj,MEDIKAL,The Box,dubstep,0.784,0.633,2,-9.279,1,0.213,0.0162,2.63e-06,0.27,0.464,125.122
Killer Robot,14x1W9sEhHzecNUARQSpcE,Evil Habit,Bomb the Bass,dubstep,0.65,0.964,1,-2.369,1,0.0519,0.000189,0.32,0.101,0.176,145.025
Fyah,47dTYYBFv60jkljs6vgi8w,metr,Fyah,dubstep,0.755,0.684,7,-7.073,1,0.262,0.0857,3.17e-06,0.0544,0.761,74.972
Das Riddim,2YrZZsYXNu449o5UhiDDXF,"INFEKT, Virtual Riot",Das Riddim,dubstep,0.595,0.877,1,-3.616,1,0.166,0.113,0.0302,0.179,0.161,104.727
Know That's Me,574raXUvjafvfYewE7HsDU,"stereoGO, Aes Waves",Know That's Me,dubstep,0.66,0.855,0,-3.663,1,0.064,0.00194,6.65e-05,0.116,0.5,150.045
RI$E - Original Mix,537FJMuF8AhEmYRFoCmX72,Kai Wachi,RI$E,dubstep,0.676,0.788,9,-6.421,1,0.358,0.00358,0.432,0.0717,0.223,75.242
Sledgehammer,0OCU2BuZKK1SfkhFvOcQ3n,"Dubscribe, Answerd",Sledgehammer,dubstep,0.653,0.985,8,-1.072,1,0.22,0.0808,0.00261,0.143,0.299,150.059
BANG!,552gcmAoC0Khwyzca21xQn,Ku$h Drifter,BANG!,dubstep,0.829,0.795,7,-7.069,1,0.117,0.0281,0.828,0.411,0.771,140.037
Colossal,68259QF2vdPWB3zu9YE6Ol,"PEEKABOO, Dirt Monkey",Colossal,dubstep,0.737,0.782,1,-5.741,0,0.0552,0.0235,0.453,0.0977,0.323,140.051
Get Crazy,0oxEJNSzpiknfwbIekLdPo,"Jantsen, Mersiv",Get Crazy,dubstep,0.551,0.985,0,-0.49,1,0.164,0.0018,0.0437,0.0848,0.268,149.975
CHAOS,2mEAc3LsnqpdKYcG9JDC9t,MUST DIE!,CHAOS,dubstep,0.462,0.977,10,-4.157,0,0.0767,0.0053,0.521,0.801,0.183,145.004
Bomb the Bass,16LYtMiAFJkVRZ7N8mDEPN,Evil Habit,Bomb the Bass,dubstep,0.617,0.938,2,-3.321,1,0.088,4.41e-05,0.909,0.196,0.177,150.057
Virtual Gaming,6SG6Tf9em9kbueirgail0n,"Naeleck, Hige Driver",Virtual Gaming,dubstep,0.658,0.97,9,-1.262,1,0.0527,0.000374,0.56,0.0884,0.192,128.039
Concentrate,1sufOsYjRviYXOxoHT8m0J,Buku,Concentrate,dubstep,0.552,0.961,11,-6.741,0,0.0612,0.000424,0.771,0.132,0.304,149.932
THVT SH!T,23hjt7l3gVjOpDTHrLn8aa,BLVK JVCK,THVT SH!T,dubstep,0.536,0.987,1,-1.147,1,0.35,0.0633,0.00253,0.188,0.244,149.973
Hypnotendiez,3OywneuYVsbn40b9AzH58I,PEEKABOO,Wrecking Ball,dubstep,0.649,0.749,10,-4.891,0,0.212,0.003,0.3,0.111,0.448,139.875
Apocalypse,17KUvLaYXOgcdiApnUGoQ5,Jacob Tillberg,Apocalypse,dubstep,0.845,0.318,10,-11.207,1,0.0558,0.028,0.161,0.15,0.0733,95.014
Chapters,1H0YiUgoNpmbQaGH9gbuL2,Jonth,Chapters,dubstep,0.657,0.757,7,-4.663,0,0.0556,0.00524,5.28e-06,0.176,0.254,128.024
Pitchforks & Fire,6TIJQMR0Rnzq7joAqE2eqe,Dr. Ozi,Pitchforks & Fire / Formula,dubstep,0.651,0.996,4,0.747,1,0.166,0.227,0.0106,0.325,0.603,150.014
Demagogue,50LbcGjHHLVTVdzYRVt8r3,Spock,Demagogue,dubstep,0.767,0.94,10,-0.518,0,0.356,0.0224,0.402,0.115,0.256,72.488
Soldier on Acid,4zfg7HKwVW3IkP6EDsxk0z,Jacob Tillberg,Soldier on Acid,dubstep,0.696,0.939,7,-2.844,1,0.146,0.0624,3.61e-05,0.0718,0.492,150.041
Mind Control,34ilCZXFuUBaarNaYBXj5y,Computa,Mind Control,dubstep,0.621,0.95,11,-0.933,0,0.109,0.0132,0.0216,0.122,0.411,149.979
Cry Some More,3X7ksrU4U9EiTy8v8hIZpL,Virtual Riot,Cry Some More,dubstep,0.724,0.966,1,-2.934,1,0.249,0.0112,0.164,0.369,0.51,77.501
Cabbage,15zH4JSde5kRg9wJDRA3Y1,Effin,Cabbage,dubstep,0.45,0.825,9,-4.815,0,0.31,0.0301,0.512,0.14,0.0382,144.976
Wraith,2uYtnyuzS6QtR2HYmyDqaD,"YOOKiE, Hekler",Wraith,dubstep,0.626,0.925,1,-3.339,0,0.0829,0.0153,0.477,0.0531,0.113,149.956
Oh My! - VIP,6DXREqvPK3AcS01TQYzi1L,Spag Heddy,Oh My! (VIP),dubstep,0.495,0.973,1,-1.261,1,0.14,0.000868,0.357,0.316,0.0506,145.064
Bussback,56p7ocnzcI01YD4fJ2Av8U,"Kompany, Wooli",Bussback,dubstep,0.524,0.965,3,-1.351,0,0.275,0.00237,0.064,0.151,0.388,150.023
Evil As Hell,1Io4J6SJrPDMojOXMBuuxI,Tisoki,Evil As Hell,dubstep,0.647,0.99,10,-2.192,0,0.0774,0.00293,0.61,0.115,0.0618,149.978
Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,"Swedish House Mafia, John Martin",Don't You Worry Child,edm,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042
One More Time,0DiWol3AO6WpXZgp0goxAV,Daft Punk,Discovery,edm,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746
Scary Monsters and Nice Sprites,4rwpZEcnalkuhPyGkEdhu0,Skrillex,Scary Monsters and Nice Sprites EP,edm,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997
Clarity,60wwxj6Dd9NJlirf84wr2c,"Zedd, Foxes",Clarity,edm,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0
Animals - Radio Edit,4g6m1iaAsgdgDqgxGtvY0C,Martin Garrix,Animals,edm,0.595,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.019
Language,3NRDLYyqIXja0UElvdzjkB,Porter Robinson,Language,edm,0.738,0.613,6,-6.001,0,0.403,0.0169,0.0493,0.0684,0.407,127.988
Wake Me Up,0nrRP2bk19rLc0orkWPQk2,Avicii,True,edm,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
We Found Love,6qn9YLKt13AGvpq9jfO8py,"Rihanna, Calvin Harris",Talk That Talk,edm,0.735,0.766,1,-4.485,1,0.0384,0.025,0.00141,0.108,0.6,127.975
Heaven,72SpPFrMYCXLB3Fbw9tEgf,"DJ Sammy, Yanou, Do",Heaven,edm,0.571,0.953,8,-5.601,1,0.0546,0.00111,0.000692,0.226,0.6,137.966
Epic - Radio Edit,05ityhGhHQfqRzJnjP0U3G,"Sandro Silva, Quintino",Epic,edm,0.536,0.771,4,-2.028,0,0.309,0.322,0.901,0.0653,0.133,128.087
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,6PUIzlqotEmPuBfjbwYWOB,"Lana Del Rey, Cedric Gervais",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],edm,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052
Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,"Oliver Heldens, Becky Hill",Gecko (Overdrive) [Radio Edit],edm,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959
L'Amour Toujours,52LJ3hyknOijCrE5gCD0rE,Gigi D'Agostino,L'Amour Toujours,edm,0.638,0.877,7,-4.449,1,0.0302,0.0771,0.0221,0.364,0.743,139.052
Summer,6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Motion,edm,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
One - Radio Edit,41KPpw0EZCytxNkmEMJVgr,Swedish House Mafia,One (Your Name),edm,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026
Closer,7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,edm,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
Sun & Moon - Original Mix,4rfhAoZjGwraqwX1w47uij,"Above & Beyond, Richard Bedford",Group Therapy,edm,0.682,0.524,6,-8.061,0,0.0918,0.0228,0.0138,0.11,0.194,133.998
Alive,2SHnUyZq0zwmvRIl4WY77G,Krewella,Play Hard EP,edm,0.663,0.822,9,-2.909,1,0.0557,0.00413,0.00318,0.234,0.567,128.002
Firestone,1I8tHoNBFTuoJAlh4hfVVE,"Kygo, Conrad Sewell",Cloud Nine,edm,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
Spaceman - Edit,07WtSvEmkyAbFP6hZJkojQ,Hardwell,I Am Hardwell (Original Soundtrack),edm,0.403,0.73,3,-3.512,0,0.0662,0.000276,0.714,0.256,0.249,127.983
Take Over Control (feat. Eva Simons) - Radio Edit,5DdDbJvoaT8fqQMJkiGg4T,"AFROJACK, Eva Simons",Take Over Control (feat. Eva Simons) [Radio Edit],edm,0.716,0.807,0,-3.621,0,0.108,0.222,0.0,0.0935,0.61,130.004
Faded,698ItKASDavgwZ3WjaWjtz,Alan Walker,Different World,edm,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2Foc5Q5nqNiosCNqttzHof,"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],edm,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
"Kernkraft 400 - DJ Gius Mix, Radio Edit",7g8cjrj0sXScNE727685JE,Zombie Nation,Kernkraft 400 Single Mixes,edm,0.714,0.528,6,-8.789,1,0.0692,0.00415,0.854,0.0819,0.297,139.983
Harlem Shake,01XFgRZfZI7oBagNf1Loml,Baauer,Harlem Shake,edm,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825
Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,edm,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
Say My Name,1LeItUMezKA1HdCHxYICed,"ODESZA, Zyra",In Return,edm,0.745,0.75,6,-7.357,0,0.0467,0.004,0.423,0.075,0.349,115.039
Tsunami,0vZCG0H9KhtU7K8MEUVAoV,"DVBBS, Borgeous",Tsunami,edm,0.699,0.839,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026
Call on Me - Radio Mix,1xNcBAoUw8Hz6LqK2jt4Ff,Eric Prydz,Call on Me (Radio Mix),edm,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342
For An Angel - PvD Angel In Heaven Radio Edit,2zI4py4xY6v4vIrAlR6GtP,Paul van Dyk,For An Angel,edm,0.668,0.982,9,-7.979,0,0.0331,0.0437,0.849,0.887,0.591,138.223
Disco Pogo,1v5ux3K8vE1CWxDa0PVyGu,Die Atzen,"Atzen Musik Vol.1, 2 & 3",edm,0.64,0.746,9,-4.552,1,0.424,0.00744,0.0,0.103,0.179,131.892
Show Me Love,4t0UsYzmmmZRMTWn77jiGF,Robin S,Show Me Love,edm,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258
Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,edm,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
Children,4wtR6HB3XekEengMX17cpc,Robert Miles,Children (Dance Vault Mixes),edm,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064
Innerbloom,6CGMZijOAZvTXG21T8t6R0,RÜFÜS DU SOL,Bloom,edm,0.729,0.72,3,-6.692,1,0.037,0.126,0.347,0.178,0.0389,122.011
Mammoth,58BVwReCtnJTLHRq0XOHCi,"Dimitri Vegas, MOGUAI, Like Mike",Mammoth,edm,0.645,0.85,11,-5.952,0,0.256,0.00105,0.302,0.364,0.471,127.997
